playerID,group,startTime,antropomorphismus_after_1,antropomorphismus_after_2,antropomorphismus_after_3,antropomorphismus_after_4,antropomorphismus_after_5,RoSAS_warmth_after_1,RoSAS_warmth_after_2,RoSAS_warmth_after_3,RoSAS_warmth_after_4,RoSAS_warmth_after_5,RoSAS_warmth_after_6,RoSAS_competence_after_1,RoSAS_competence_after_2,RoSAS_competence_after_3,RoSAS_competence_after_4,RoSAS_competence_after_5,RoSAS_competence_after_6,ballonNum1,ballonType1,numOfPumps1,didCashIn1,didSecondCashIn1,earned1,totalEarned1,ballonNum2,ballonType2,numOfPumps2,didCashIn2,didSecondCashIn2,earned2,totalEarned2,ballonNum3,ballonType3,numOfPumps3,didCashIn3,didSecondCashIn3,earned3,totalEarned3,ballonNum4,ballonType4,numOfPumps4,didCashIn4,didSecondCashIn4,earned4,totalEarned4,ballonNum5,ballonType5,numOfPumps5,didCashIn5,didSecondCashIn5,earned5,totalEarned5,ballonNum6,ballonType6,numOfPumps6,didCashIn6,didSecondCashIn6,earned6,totalEarned6,ballonNum7,ballonType7,numOfPumps7,didCashIn7,didSecondCashIn7,earned7,totalEarned7,ballonNum8,ballonType8,numOfPumps8,didCashIn8,didSecondCashIn8,earned8,totalEarned8,ballonNum9,ballonType9,numOfPumps9,didCashIn9,didSecondCashIn9,earned9,totalEarned9,ballonNum10,ballonType10,numOfPumps10,didCashIn10,didSecondCashIn10,earned10,totalEarned10,ballonNum11,ballonType11,numOfPumps11,didCashIn11,didSecondCashIn11,earned11,totalEarned11,ballonNum12,ballonType12,numOfPumps12,didCashIn12,didSecondCashIn12,earned12,totalEarned12,ballonNum13,ballonType13,numOfPumps13,didCashIn13,didSecondCashIn13,earned13,totalEarned13,ballonNum14,ballonType14,numOfPumps14,didCashIn14,didSecondCashIn14,earned14,totalEarned14,ballonNum15,ballonType15,numOfPumps15,didCashIn15,didSecondCashIn15,earned15,totalEarned15,ballonNum16,ballonType16,numOfPumps16,didCashIn16,didSecondCashIn16,earned16,totalEarned16
2345,Group1,10/24/2022 2:44:42 PM,1,2,3,4,4,3,3,4,3,4,4,4,5,5,6,5,4,0,standard,2,True,False,2,2,1,standard,4,True,False,4,6,2,standard,5,True,False,5,11,3,standard,6,True,False,6,17,4,standard,7,True,False,7,24,5,oneMore,9,True,True,9,33,6,standard,9,True,False,9,42,7,standard,5,False,False,0,42,8,oneMore,2,True,True,2,44,9,standard,5,True,False,5,49,10,oneMore,6,True,True,6,55,11,oneMore,6,True,True,6,61,12,standard,5,True,False,5,66,13,standard,6,True,False,6,72,14,oneMore,5,True,True,5,77,15,standard,19,True,False,19,96
