ID,1,0_Type,0_Earned,0_NumberOfPumps,0_TotalEarned,0_DidCashIn,0_DidSecondCashIn,1_Type,1_Earned,1_NumberOfPumps,1_TotalEarned,1_DidCashIn,1_DidSecondCashIn,2_Type,2_Earned,2_NumberOfPumps,2_TotalEarned,2_DidCashIn,2_DidSecondCashIn,3_Type,3_Earned,3_NumberOfPumps,3_TotalEarned,3_DidCashIn,3_DidSecondCashIn,4_Type,4_Earned,4_NumberOfPumps,4_TotalEarned,4_DidCashIn,4_DidSecondCashIn,5_Type,5_Earned,5_NumberOfPumps,5_TotalEarned,5_DidCashIn,5_DidSecondCashIn,6_Type,6_Earned,6_NumberOfPumps,6_TotalEarned,6_DidCashIn,6_DidSecondCashIn,7_Type,7_Earned,7_NumberOfPumps,7_TotalEarned,7_DidCashIn,7_DidSecondCashIn,8_Type,8_Earned,8_NumberOfPumps,8_TotalEarned,8_DidCashIn,8_DidSecondCashIn,9_Type,9_Earned,9_NumberOfPumps,9_TotalEarned,9_DidCashIn,9_DidSecondCashIn,10_Type,10_Earned,10_NumberOfPumps,10_TotalEarned,10_DidCashIn,10_DidSecondCashIn,11_Type,11_Earned,11_NumberOfPumps,11_TotalEarned,11_DidCashIn,11_DidSecondCashIn,12_Type,12_Earned,12_NumberOfPumps,12_TotalEarned,12_DidCashIn,12_DidSecondCashIn,13_Type,13_Earned,13_NumberOfPumps,13_TotalEarned,13_DidCashIn,13_DidSecondCashIn,14_Type,14_Earned,14_NumberOfPumps,14_TotalEarned,14_DidCashIn,14_DidSecondCashIn,15_Type,15_Earned,15_NumberOfPumps,15_TotalEarned,15_DidCashIn,15_DidSecondCashIn
test_10_6_14_18,1,standard,0,30,0,False,False,standard,0,10,0,False,False,standard,10,10,10,True,False,standard,12,12,22,True,False,standard,0,0,22,True,False,oneMore,5,5,27,True,True,standard,0,0,27,True,False,standard,0,0,27,True,False,oneMore,0,0,27,True,True,standard,3,3,30,True,False,oneMore,5,5,35,True,True,oneMore,1,1,36,True,True,standard,0,10,36,False,False,standard,14,14,50,True,False,oneMore,15,15,65,True,True,standard,21,21,86,True,False
