ballonNum1,ballonType1,numOfPumps1,didCashIn1,didSecondCashIn1,earned1,totalEarned1,ballonNum2,ballonType2,numOfPumps2,didCashIn2,didSecondCashIn2,earned2,totalEarned2,ballonNum3,ballonType3,numOfPumps3,didCashIn3,didSecondCashIn3,earned3,totalEarned3,ballonNum4,ballonType4,numOfPumps4,didCashIn4,didSecondCashIn4,earned4,totalEarned4,ballonNum5,ballonType5,numOfPumps5,didCashIn5,didSecondCashIn5,earned5,totalEarned5,ballonNum6,ballonType6,numOfPumps6,didCashIn6,didSecondCashIn6,earned6,totalEarned6,ballonNum7,ballonType7,numOfPumps7,didCashIn7,didSecondCashIn7,earned7,totalEarned7,ballonNum8,ballonType8,numOfPumps8,didCashIn8,didSecondCashIn8,earned8,totalEarned8,ballonNum9,ballonType9,numOfPumps9,didCashIn9,didSecondCashIn9,earned9,totalEarned9,ballonNum10,ballonType10,numOfPumps10,didCashIn10,didSecondCashIn10,earned10,totalEarned10,ballonNum11,ballonType11,numOfPumps11,didCashIn11,didSecondCashIn11,earned11,totalEarned11,ballonNum12,ballonType12,numOfPumps12,didCashIn12,didSecondCashIn12,earned12,totalEarned12,ballonNum13,ballonType13,numOfPumps13,didCashIn13,didSecondCashIn13,earned13,totalEarned13,ballonNum14,ballonType14,numOfPumps14,didCashIn14,didSecondCashIn14,earned14,totalEarned14,ballonNum15,ballonType15,numOfPumps15,didCashIn15,didSecondCashIn15,earned15,totalEarned15,ballonNum16,ballonType16,numOfPumps16,didCashIn16,didSecondCashIn16,earned16,totalEarned16
0,standard,0,True,False,0,0,1,standard,0,True,False,0,0,2,standard,0,True,False,0,0,3,standard,0,True,False,0,0,4,standard,0,True,False,0,0,5,oneMore,0,True,True,0,0,6,standard,0,True,False,0,0,7,standard,0,True,False,0,0,8,oneMore,0,True,True,0,0,9,standard,0,True,False,0,0,10,oneMore,0,True,True,0,0,11,oneMore,0,True,True,0,0,12,standard,0,True,False,0,0,13,standard,0,True,False,0,0,14,oneMore,0,True,True,0,0,15,standard,0,True,False,0,0
